id,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,Action
16372,28315,21287,117961,118225,119781,119782,134867,119784,119785,1
16373,75901,8784,117961,118300,119890,118834,150799,118424,118836,1
16374,27124,1065,117961,118327,120559,118641,132791,118643,118644,1
16375,91167,7551,117961,118052,118867,118321,117906,290919,118322,1
16376,77996,25254,117961,118327,120299,121122,121788,118612,121124,1
16377,278393,7520,117961,118343,124725,118784,117906,290919,118786,1
16378,78311,15399,117932,117933,117878,120647,305057,118398,120649,1
16379,87089,4274,117961,118327,118744,121414,129558,118704,121416,1
16380,26391,2014,117961,117962,117904,118958,127525,118960,118961,1
16381,27287,1215,117961,118327,120171,118054,126488,117887,118055,1
16382,81350,7893,117961,118343,118979,120497,133686,118424,120499,1
16383,4675,27,117961,118413,120370,118321,117906,290919,118322,1
16384,39177,17002,5110,117954,117895,118568,281735,19721,118570,1
16385,79092,16820,117961,118386,118522,118396,300044,118398,118399,1
16386,94161,26320,117961,118327,118391,118321,118448,290919,118322,1
16387,79092,25329,118212,119763,123173,119849,263199,118638,119851,0
16388,33642,53546,117916,117917,117941,117879,117886,19721,117880,1
16389,19843,7490,118349,118350,122672,124537,125539,118870,124539,1
16390,16072,1116,117961,118343,123454,118321,117906,290919,118322,1
16391,29665,858,117961,118327,118529,118777,279443,308574,118779,1
16392,32270,4590,117961,118343,118395,123067,269406,118398,123068,1
16393,32270,3648,117961,118300,118631,118980,301534,118295,118982,1
16394,4675,4055,117961,118343,120722,118361,118362,118363,118364,1
16395,79299,7806,118573,118574,117945,280788,280788,292795,119082,1
16396,39332,17561,91261,118026,118202,118278,151426,290919,118279,1
16397,37943,56654,118163,118164,117878,179731,119038,117887,117973,1
16398,80538,5115,117961,118300,118631,119928,219829,118331,119929,1
16399,37653,70242,117882,117883,117884,117885,117886,117887,117888,1
16400,4675,154,117961,118413,121639,118321,125206,290919,118322,1
16401,917,4950,117961,118343,118911,118912,309291,118424,118914,1
16402,6725,6840,118290,118291,6725,120527,157501,6725,120529,1
16403,278393,5143,117961,118343,123125,119849,244844,118638,119851,1
16404,861,873,117961,118413,120526,118321,117906,290919,118322,1
16405,79299,2583,118752,118753,117945,118274,128130,292795,118276,1
16406,44858,54268,118752,119070,118754,280788,280788,292795,119082,1
16407,79092,866,117961,118413,120526,118259,132668,290919,118261,1
16408,28149,7551,117961,118386,118867,117905,117906,290919,117908,1
16409,16767,51756,118256,118257,117945,118274,118806,292795,118276,1
16410,698,782,117961,118413,127522,118321,117906,290919,118322,1
16411,5502,3944,117961,118343,118514,118784,118785,290919,118786,1
16412,78563,51145,118595,118596,81476,118422,149098,118424,118425,0
16413,4675,85343,117961,118327,118933,118784,117906,290919,118786,1
16414,32270,4712,117961,118343,118395,123067,269406,118398,123068,1
16415,33249,4936,117961,118343,118292,120497,133686,118424,120499,1
16416,79092,5043,117961,118300,118458,118523,129545,118331,118525,1
16417,43194,23250,117961,118225,119136,120001,120002,118474,120003,1
16418,20349,3878,117961,118327,119830,118321,117906,290919,118322,1
16419,23729,17091,117961,118225,118403,118318,168365,118205,118319,1
16420,18640,7314,117961,118300,121951,117905,117906,290919,117908,1
16421,6977,111936,117961,118300,118783,118321,117906,290919,118322,1
16422,80153,3187,117961,118343,119142,123045,147738,120518,123047,1
16423,4675,16922,117961,117962,118501,117905,256437,290919,117908,1
16424,34613,4945,117961,118300,118360,120812,278797,118638,120814,1
16425,42085,3224,117961,118225,120551,122551,295130,118762,122552,1
16426,29304,58682,117975,117976,117941,117885,117913,117887,117888,1
16427,917,4953,117961,118343,118911,120344,310997,118424,120346,1
16428,33054,124625,118725,118726,119076,120789,158782,118424,120791,1
16429,1020,23228,117961,118446,118471,130606,120363,118474,130607,1
16430,23921,5244,117961,118343,119598,120497,133686,118424,120499,1
16431,27894,22356,117926,118266,117920,121067,139158,121069,121070,1
16432,35051,4698,117961,117962,118352,118321,117906,290919,118322,1
16433,278393,16971,117961,118343,119993,125793,125794,118643,125795,1
16434,32270,17227,117961,118343,118979,118826,158101,118424,118828,1
16435,25266,4088,117961,118300,118458,118728,223125,118295,118730,1
16436,42085,15412,117961,118343,127705,119849,170027,118638,119851,1
16437,22662,21868,117961,117969,118816,120647,311441,118398,120649,1
16438,34817,51226,117961,118327,118320,118641,164752,118643,118644,1
16439,80755,7377,117961,118225,119924,118777,279443,308574,118779,1
16440,25734,22507,117961,118300,120059,118636,135814,118638,118639,1
16441,20220,15610,118256,118257,117945,259173,119168,292795,118943,1
16442,27348,17264,117961,118300,118825,307024,127752,118331,118332,1
16443,13878,123367,117932,117933,117878,117879,117879,19721,117880,1
16444,1937,2163,118219,118220,120694,118777,242184,308574,118779,0
16445,45481,13782,117961,118343,118395,118396,300044,118398,118399,1
16446,75078,12222,118742,118743,118221,117885,117886,117887,117888,1
16447,33054,25293,117961,118386,123072,121414,130802,118704,121416,1
16448,38657,1930,122880,122974,122870,120097,159929,270488,120099,1
16449,27348,15682,117961,118300,118957,118321,117906,290919,118322,1
16450,25960,17610,118006,118007,117884,117885,117886,117887,117888,1
16451,20279,12696,118090,118091,117884,117885,117913,117887,117888,1
16452,73176,17930,117961,118446,118810,118811,120605,19793,118813,1
16453,20351,20583,117961,118327,274241,150074,166580,119772,150076,1
16454,17849,21658,118106,118107,118810,122952,305581,19793,122954,1
16455,3661,2049,117887,124157,118378,119192,300603,119184,119194,1
16456,14848,16855,117961,118225,120041,119093,120042,119095,119096,1
16457,41312,60009,117943,117944,118575,118274,178088,292795,118276,1
16458,37260,50302,117932,117933,117878,117879,117897,19721,117880,1
16459,29123,49646,119691,119692,118635,131795,252830,119695,131797,1
16460,6156,5730,117961,118446,118833,120578,120579,118762,120580,1
16461,73110,1216,117902,117903,118507,122989,247466,119006,122991,1
16462,79092,2395,117961,118300,123055,120006,129545,118424,120008,1
16463,4675,51127,117961,118446,120368,117905,117906,290919,117908,1
16464,39883,84962,118555,118178,119262,117946,119727,292795,117948,1
16465,38468,13401,118953,118954,118246,179731,163434,117887,117973,0
16466,75078,28150,118315,118463,118404,126820,242608,118638,126822,1
16467,33054,2260,117961,118343,119598,118422,300136,118424,118425,1
16468,23921,14758,117961,118225,120054,118702,311064,118704,118705,1
16469,74047,25303,117961,118386,118522,118784,147114,290919,118786,1
16470,22430,4571,117961,118225,119924,118685,279443,308574,118687,1
16471,15665,14810,117961,118413,120370,122551,123475,118762,122552,1
16472,40919,70322,118315,118463,118464,119172,162182,118467,119174,1
16473,42690,669,117961,118343,118437,117905,117906,290919,117908,1
16474,75078,13849,117961,118386,118317,118530,129384,118131,118532,0
16475,78563,31093,117961,118343,118810,118674,123679,19793,118676,1
16476,38805,6482,117961,118052,118821,118321,117906,290919,118322,1
16477,25098,25547,117961,118327,118378,120618,304465,118643,120619,1
16478,40305,19986,117961,118225,118403,118958,136187,118960,118961,1
16479,25814,46254,117961,118327,126310,124886,306399,118643,124888,1
16480,42431,4193,117961,118343,118514,307024,271023,118331,118332,0
16481,33642,77947,117980,118076,117941,118568,128163,19721,118570,1
16482,22391,1541,117961,118225,123173,119093,123174,119095,119096,1
16483,1020,13838,117961,117969,130192,118801,137230,19793,118803,1
16484,39333,24169,117916,117917,117941,117885,117913,117887,117888,1
16485,14570,21658,118114,118115,118810,122952,305581,19793,122954,0
16486,28294,30533,91261,118026,119507,123045,123107,120518,123047,1
16487,15007,770,117961,118300,119181,118451,130134,118453,118454,1
16488,32634,19839,117961,118300,123201,118321,118448,290919,118322,1
16489,33642,275544,117876,117877,117878,118568,179860,19721,118570,1
16490,34817,49682,117887,118178,118320,118321,118321,290919,118322,1
16491,17308,17460,117961,118052,118867,307024,311622,118331,118332,1
16492,39447,3936,117943,117944,117945,280788,126042,292795,119082,1
16493,25278,3116,117961,118300,147589,118826,236735,118424,118828,1
16494,28149,15746,117961,118052,119742,117905,117906,290919,117908,1
16495,25969,15746,117961,118052,119742,118321,117906,290919,118322,1
16496,75834,4475,117961,118052,118706,118054,118054,117887,118055,1
16497,81350,3120,117961,118300,120312,120313,120314,118424,120315,1
16498,45481,16671,117961,118052,118706,118523,310608,118331,118525,1
16499,33217,23118,117961,118343,118833,118834,309123,118424,118836,1
16500,73876,69337,120140,120141,118492,118274,220988,292795,118276,1
16501,4675,6216,117961,118327,118328,117905,290878,290919,117908,1
16502,20897,17618,117961,118052,126137,133718,121386,124136,133719,1
16503,80564,6235,117961,118343,118437,118777,279443,308574,118779,1
16504,4675,4669,117961,118327,118391,118321,117906,290919,118322,1
16505,45481,56058,118212,118213,118458,118912,309291,118424,118914,1
16506,73756,5730,117961,118446,120026,120578,120579,118762,120580,1
16507,58678,3225,117961,118327,118929,118784,126514,290919,118786,1
16508,25730,4738,117961,118300,118458,120006,311622,118424,120008,1
16509,15720,3053,117961,118225,120663,118641,306399,118643,118644,1
16510,80158,16850,117961,118225,119092,120591,120592,119095,120593,1
16511,25103,15824,117961,118225,120323,120591,120324,119095,120593,1
16512,27785,6021,117961,118413,122007,118321,118448,290919,118322,1
16513,28941,3075,117961,117962,120677,120357,120678,118424,120359,1
16514,6977,5697,117961,118386,118692,117905,240983,290919,117908,1
16515,32270,994,117961,118300,120312,120516,123107,120518,120519,1
16516,18339,13876,117961,118386,118404,118841,240982,118643,118843,1
16517,42347,7287,117961,117962,119223,118278,118260,290919,118279,1
16518,34924,5916,117961,118446,16232,118321,117906,290919,118322,1
16519,17308,61016,119596,119597,118597,120789,194103,118424,120791,1
16520,81360,83351,117961,118386,119954,118318,311618,118205,118319,1
16521,81476,310998,118595,118596,81476,118834,216197,118424,118836,1
16522,75216,15478,118256,118257,118623,126684,128108,292795,126685,1
16523,43273,92288,119062,119091,118856,119962,168365,118205,119964,1
16524,25882,46224,117961,118327,118378,120952,120953,118453,120954,1
16525,81070,4438,117961,118386,121668,118777,279443,308574,118779,1
16526,33248,16971,117961,118343,119993,118321,117906,290919,118322,1
16527,35068,52481,117983,117984,117878,117879,117897,19721,117880,1
16528,31921,17156,117961,118300,118810,123082,197687,19793,123084,1
16529,73104,1600,117961,118327,118507,118863,122008,118398,118865,1
16530,25993,71277,120864,121013,121014,121015,121016,119006,121017,1
16531,31613,7644,117961,118327,120383,117905,117906,290919,117908,1
16532,80237,16971,117961,118343,119993,118321,117906,290919,118322,0
16533,706,52687,117961,117962,117904,128230,302830,4673,128231,1
16534,42362,54248,117961,118327,120559,120618,304465,118643,120619,1
16535,33248,4909,117961,118300,118458,120344,311701,118424,120346,1
16536,15798,23144,117961,118225,118403,120690,120690,290919,120692,1
16537,23921,7520,117961,118343,124725,118321,240983,290919,118322,1
16538,17308,27214,117961,118386,118692,118685,279443,308574,118687,1
16539,34797,16139,117961,118327,119995,118054,120514,117887,118055,1
16540,3853,87908,117961,118413,120370,118321,117906,290919,118322,1
16541,80501,1755,117961,117962,119223,125793,137422,118643,125795,1
16542,74213,8068,117961,118386,121668,117905,117906,290919,117908,1
16543,278393,3993,117961,118343,119598,124576,124577,118424,124578,1
16544,16343,17550,117961,118446,118684,118784,130086,290919,118786,1
16545,13878,19350,118095,118096,117941,117879,117897,19721,117880,1
16546,38482,17841,118216,118587,117941,117879,117886,19721,117880,1
16547,15716,46614,118573,118574,117945,117946,144259,292795,117948,1
16548,38279,58692,117926,118124,117941,117885,117913,117887,117888,1
16549,29262,15918,117961,118327,118320,118784,160991,290919,118786,1
16550,34536,70243,117961,118327,118492,118747,125738,118453,118749,1
16551,14912,49823,117961,118300,127168,118321,117906,290919,118322,1
16552,74106,6850,117961,117969,6725,120527,275449,6725,120529,1
16553,19945,50040,117961,118327,118391,118321,117906,290919,118322,1
16554,40237,17290,91261,118026,118317,117905,117906,290919,117908,1
16555,13878,275544,117876,117877,117878,117879,117879,19721,117880,1
16556,18058,49381,118573,118574,117945,259173,127423,292795,118943,1
16557,3853,4567,117961,118300,118514,119962,168365,118205,119964,1
16558,39264,32795,118256,119428,118623,118995,119235,292795,118997,1
16559,15714,15555,118256,118257,117945,118274,118806,292795,118276,1
16560,43276,14752,119134,119135,118403,118747,271408,118453,118749,1
16561,80142,49353,117961,117962,118910,118321,117906,290919,118322,1
16562,73815,75640,118315,118463,119214,118321,117906,290919,118322,1
16563,28322,16850,117961,118225,122298,122849,120324,119095,122850,1
16564,31234,49423,117961,118052,123144,118890,203706,118398,118892,1
16565,80701,8717,117961,118225,118403,118451,130134,118453,118454,1
16566,18072,15417,117961,119256,119257,126684,130913,292795,126685,1
16567,972,4993,117961,118300,118979,118912,309291,118424,118914,1
16568,7543,4571,117961,118225,119924,118685,279443,308574,118687,1
16569,41116,4478,117961,118386,118692,118321,117906,290919,118322,1
16570,40997,5001,117961,118300,123055,120006,128578,118424,120008,1
16571,43368,3281,117961,118225,120323,119093,120324,119095,119096,1
16572,4675,124925,117961,118225,122273,118784,147114,290919,118786,1
16573,932,3077,117961,118300,120312,140847,140848,118363,140849,1
16574,3853,20380,117961,118225,124380,307024,311622,118331,118332,1
16575,43080,7369,117961,118386,118896,117905,117906,290919,117908,0
16576,1023,86299,117961,118327,120383,120690,130887,290919,120692,1
16577,99208,74746,117961,118327,118933,118784,147114,290919,118786,1
16578,23497,5703,118887,118888,123719,118321,117906,290919,118322,0
16579,35708,896,117902,117903,120722,118451,130134,118453,118454,1
16580,1020,8047,119062,119091,118514,117905,118036,290919,117908,1
16581,278393,8563,117961,118300,118783,118321,117906,290919,118322,1
16582,27755,13196,117951,117952,117941,117879,117897,19721,117880,1
16583,78114,53251,117983,117984,117878,117879,292195,19721,117880,1
16584,676,53338,117961,117962,122215,127782,250328,290919,127783,1
16585,40237,55274,91261,118026,118027,121143,281389,249618,121145,1
16586,19730,4311,119062,119091,118514,118747,271334,118453,118749,1
16587,102700,18213,117961,118386,118746,118747,160002,118453,118749,1
16588,20226,15615,118752,118753,119121,118274,128130,292795,118276,1
16589,15716,15961,119280,119281,117945,126684,193644,292795,126685,1
16590,37981,27897,118106,118107,117884,117885,117913,117887,117888,1
16591,79121,5225,117961,118343,118458,120006,311622,118424,120008,0
16592,18418,1891,117961,118300,123749,118636,123751,118638,118639,1
16593,34924,17514,117961,118343,121747,118321,117906,290919,118322,1
16594,42085,11987,118006,118007,118008,118568,127856,19721,118570,1
16595,1937,1970,118212,159716,118378,118451,159717,118453,118454,1
16596,45035,49798,117975,117976,117920,118568,125937,19721,118570,1
16597,79121,5114,117961,118300,119890,120344,303717,118424,120346,0
16598,17292,49566,118595,118596,119993,117905,117906,290919,117908,1
16599,23921,49440,117961,118300,118631,118422,142573,118424,118425,1
16600,38704,58704,117916,118011,117884,117885,117913,117887,117888,1
16601,7543,8074,117961,118300,119181,117905,240983,290919,117908,0
16602,3853,5492,117961,118343,119142,119928,310608,118331,119929,1
16603,73056,50690,118269,118270,117878,118568,118568,19721,118570,1
16604,43534,59067,117961,118327,121645,118641,147144,118643,118644,1
16605,4675,15682,117961,118300,118957,117905,117906,290919,117908,1
16606,42093,13814,117961,118343,119598,120497,133686,118424,120499,1
16607,38704,60238,117916,118011,117941,117885,117913,117887,117888,1
16608,70453,50517,118602,118603,117941,117885,118097,117887,117888,1
16609,24887,16850,117961,118225,122298,120591,127477,119095,120593,1
16610,33146,52735,117961,118052,120356,122067,127906,118424,122069,0
16611,31852,53208,118602,118603,118810,310825,149047,117887,121395,1
16612,27323,16855,117961,118225,120041,122849,120324,119095,122850,1
16613,40519,2071,117961,117962,118501,118502,118503,118504,118505,1
16614,42439,18213,117961,118386,125016,118451,126309,118453,118454,1
16615,25328,17223,117961,118225,120535,123067,269406,118398,123068,1
16616,20897,17640,117961,118052,118706,118278,118707,290919,118279,1
16617,4681,7338,117961,118225,119924,117905,117906,290919,117908,1
16618,3853,20394,117961,118052,118706,120773,305057,118960,120774,1
16619,1529,3000,117961,118225,120551,117905,240983,290919,117908,1
16620,35499,3722,117961,118300,120059,121469,128942,118424,121471,1
16621,16089,7393,117902,117903,120428,117905,118036,290919,117908,1
16622,35376,56201,91261,118026,118746,119962,168365,118205,119964,1
16623,19399,13765,118774,118775,118774,179731,227095,117887,117973,1
16624,40944,17059,117902,118041,118556,118274,119248,292795,118276,1
16625,79092,3281,117961,118225,120323,120591,120592,119095,120593,1
16626,75078,6108,117961,118386,118404,117905,117906,290919,117908,1
16627,75078,41795,118315,118316,118317,119743,159048,3130,119745,1
16628,15716,55665,117902,118041,117945,280788,280788,292795,119082,1
16629,27935,11987,118006,118007,118008,118568,226012,19721,118570,1
16630,23921,49566,118595,118596,119993,117905,117906,290919,117908,1
16631,33642,56602,118079,118080,117878,117879,118371,19721,117880,1
16632,80180,23338,117961,118052,118867,122129,270992,121916,122131,1
16633,35788,310767,117961,118343,118395,118396,233714,118398,118399,0
16634,23990,21863,117961,118386,123144,123067,233714,118398,123068,1
16635,971,1409,117961,118300,120722,118958,118959,118960,118961,1
16636,79092,770,117961,118300,119181,119346,302830,4673,119348,1
16637,21718,18213,117961,118386,118692,118451,200947,118453,118454,1
16638,20299,18291,117929,117930,119569,179731,118247,117887,117973,1
16639,3853,7079,117961,118343,118514,118685,120316,308574,118687,1
16640,33149,53150,117902,117903,128935,120990,120991,118398,120992,1
16641,20744,6874,117978,117979,117920,118129,297922,118131,118132,1
16642,73454,34611,117961,118327,118320,118321,117906,290919,118322,1
16643,16018,1466,117961,118300,123749,125010,157062,118424,125012,1
16644,27416,91334,118084,118085,117912,118568,117886,19721,118570,1
16645,4675,69502,118658,118659,123606,128230,165609,4673,128231,1
16646,278393,13851,117961,118386,118522,307024,306404,118331,118332,1
16647,7543,718,117961,118300,119181,118641,153273,118643,118644,1
16648,77993,4474,117961,118446,119064,117905,117906,290919,117908,1
16649,32270,5085,117961,118300,118395,123067,300044,118398,123068,1
16650,80905,7058,117902,117903,118783,117905,117906,290919,117908,1
16651,37807,51095,117926,118124,118344,179731,130424,117887,117973,1
16652,17849,17858,117961,118386,120201,118674,120203,19793,118676,1
16653,16988,46526,117961,118300,119984,120647,311441,118398,120649,1
16654,79092,130296,117961,118300,120722,118685,123004,308574,118687,1
16655,1022,16557,117961,118327,120318,118784,147114,290919,118786,1
16656,39600,111685,117961,118225,125139,118685,311622,308574,118687,1
16657,33151,55763,117902,117903,118507,118028,118368,117887,118030,1
16658,36575,123313,118169,118170,118171,118172,118173,249618,118175,1
16659,4675,7525,117961,118225,120551,117905,240983,290919,117908,1
16660,25442,8750,118192,118193,117895,118568,281735,19721,118570,1
16661,1020,75926,117961,118343,6104,118054,168337,117887,118055,1
16662,75932,14842,138798,138799,120539,117905,117906,290919,117908,1
16663,14354,12757,118120,118121,117920,119323,123932,19793,119325,0
16664,25231,1271,117961,118327,118507,118863,122008,118398,118865,1
16665,67717,10704,117932,117933,117878,117879,117879,19721,117880,1
16666,43727,25900,119134,119135,119136,119137,254340,118474,119139,1
16667,80207,30527,117961,118225,124449,119849,193662,118638,119851,1
16668,18399,4341,117961,118300,118957,118321,117906,290919,118322,1
16669,43646,1350,117961,118052,120096,117905,117906,290919,117908,1
16670,77320,19986,117961,118225,118403,120773,136187,118960,120774,1
16671,40272,6285,117961,118300,132427,118321,117906,290919,118322,1
16672,75078,38601,119691,119692,117945,121497,121498,119695,121499,1
16673,28082,1012,117961,118225,119924,117905,240983,290919,117908,1
16674,3003,36,117961,118413,119968,117905,117906,290919,117908,1
16675,77246,3949,117961,117962,118352,118777,279443,308574,118779,1
16676,27356,8516,117961,118386,118733,169634,235935,118736,169635,1
16677,74883,4663,117961,118225,120323,132096,132097,119095,132098,1
16678,6977,7647,117961,118300,119181,126184,295130,118762,126186,1
16679,75078,28475,118315,118463,122636,119172,126669,118467,119174,1
16680,74754,15895,117961,118052,120677,120357,311360,118424,120359,1
16681,19312,6649,118095,118096,117878,179731,119877,117887,117973,1
16682,64721,28522,118023,118024,117895,117885,117955,117887,117888,1
16683,33234,53190,117961,118300,19772,118784,118785,290919,118786,1
16684,80780,6125,119134,119135,19772,119928,306795,118331,119929,1
16685,26360,48956,117961,119256,120356,118028,118368,117887,118030,1
16686,75216,1736,117961,119256,119257,118995,118806,292795,118997,1
16687,42031,92216,118315,118316,118522,123651,127671,118467,123652,1
16688,38707,27881,117929,117940,117941,117885,117913,117887,117888,1
16689,0,114489,117961,118413,119968,117905,117906,290919,117908,1
16690,44722,17046,117902,118041,117945,118274,118806,292795,118276,1
16691,32642,58711,117961,119256,119257,118995,118806,292795,118997,1
16692,80202,3697,117961,118327,118933,118451,130134,118453,118454,0
16693,15720,4663,117961,118225,120323,122849,120324,119095,122850,1
16694,78877,1117,117961,117962,118352,117905,240983,290919,117908,1
16695,75834,4046,117961,117962,118352,117905,129305,290919,117908,1
16696,7543,7578,117961,118343,120722,118321,240983,290919,118322,1
16697,16472,2286,117902,117903,277693,117905,117906,290919,117908,1
16698,42085,4887,117961,118343,119598,118422,300136,118424,118425,1
16699,38124,11516,117929,117930,117884,117885,117913,117887,117888,1
16700,3853,671,117961,117962,118352,118321,117906,290919,118322,1
16701,79092,1614,117961,118327,118507,118777,279443,308574,118779,1
16702,45300,4147,117961,118300,118631,118422,300136,118424,118425,1
16703,20897,5196,117961,118052,121949,118207,127292,270488,118209,1
16704,42085,50611,117989,117990,117941,118568,263702,19721,118570,1
16705,36686,12191,117876,117877,117878,117879,117879,19721,117880,1
16706,29922,4641,117961,118343,121747,117905,117906,290919,117908,1
16707,38725,53584,117916,117917,117884,117885,117913,117887,117888,1
16708,87083,4515,117961,118225,119136,122129,236229,121916,122131,1
16709,26955,3868,117961,118386,122938,118784,117906,290919,118786,1
16710,28315,101834,119134,119135,118042,118207,200069,270488,118209,1
16711,34498,4008,118887,118888,119488,118293,301534,118295,118296,1
16712,391,46568,117989,117990,117884,117885,117913,117887,117888,1
16713,45904,11987,118006,118007,118008,118568,226012,19721,118570,1
16714,77367,17327,117961,118446,118684,118321,117906,290919,118322,1
16715,80230,19986,117961,118225,125139,120773,118959,118960,120774,0
16716,35066,7551,117961,118052,118867,117905,117906,290919,117908,1
16717,15064,16569,117961,118052,120559,118054,118054,117887,118055,1
16718,25554,7553,117961,118225,118403,118321,117906,290919,118322,1
16719,73110,125466,117902,117903,120171,118863,152641,118398,118865,1
16720,42093,5604,117961,118343,119598,118636,235245,118638,118639,1
16721,27589,15510,118169,118170,125857,117946,310843,292795,117948,1
16722,6964,25618,117961,118052,118320,118784,121556,290919,118786,1
16723,6977,2942,117961,118343,118700,117905,235717,290919,117908,0
16724,278393,17261,117961,118343,118833,118054,120238,117887,118055,1
16725,43305,4013,117961,118300,118514,118321,240983,290919,118322,1
16726,23990,21261,117961,117969,118970,120647,145499,118398,120649,1
16727,31232,17695,117890,117891,117878,117879,117879,19721,117880,1
16728,75834,4994,117961,118300,118514,117905,117906,290919,117908,1
16729,23994,30523,117961,118343,119984,123067,269406,118398,123068,1
16730,17308,7790,118573,118574,117945,117946,120541,292795,117948,1
16731,42093,7434,117961,118300,118514,119962,168365,118205,119964,1
16732,17308,4567,117961,118300,118514,118278,118260,290919,118279,1
16733,15672,3017,117902,117903,118783,117905,118036,290919,117908,1
16734,39262,15746,117961,118052,119742,117905,117906,290919,117908,1
16735,80688,7639,117961,118300,118957,117905,172635,290919,117908,1
16736,19481,11691,118106,118107,119565,179731,117913,117887,117973,1
16737,26436,36010,117893,117894,117895,117896,117897,117887,117898,1
16738,5173,5137,118212,118213,123614,120497,229576,118424,120499,1
16739,78320,78118,118003,118004,117878,118568,292195,19721,118570,1
16740,39883,23347,117961,118052,119408,118777,279443,308574,118779,1
16741,28149,17558,91261,118026,118706,118318,168365,118205,118319,1
16742,4675,102574,117961,118327,118929,124810,135226,249618,124812,1
16743,74236,46299,117961,118386,118501,118502,118503,118504,118505,1
16744,971,4810,117961,118343,118833,118422,300136,118424,118425,1
16745,79969,22858,118887,118888,118706,118980,298285,118295,118982,1
16746,41643,71899,118990,118991,118992,135123,292871,120302,135125,1
16747,4675,6997,117961,118343,119945,118321,117906,290919,118322,1
16748,20293,5829,117926,118124,118344,118054,167069,117887,118055,1
16749,23194,1915,117961,118300,119181,118784,117906,290919,118786,1
16750,30999,852,117961,117962,122215,123737,118959,118960,123738,1
16751,17308,2908,117961,118343,118979,118980,301534,118295,118982,1
16752,23921,5234,117961,118343,118660,119433,300136,118424,119435,1
16753,33155,158757,120342,120343,118395,118396,266864,118398,118399,1
16754,75901,25631,117961,118343,120291,118422,144350,118424,118425,1
16755,44900,794,118752,119070,117945,280788,152940,292795,119082,1
16756,80746,17386,117961,118446,119064,118685,279443,308574,118687,1
16757,1969,59312,118550,118551,118378,118054,132841,117887,118055,1
16758,5372,3023,117961,118343,122012,117905,117906,290919,117908,1
16759,52684,79474,117916,118150,117920,120132,154083,120134,120135,1
16760,13878,50222,118079,118080,117878,117879,118177,19721,117880,1
16761,3853,8607,117961,118225,118403,118321,117906,290919,118322,1
16762,32642,57680,118256,118257,117945,117946,118806,292795,117948,1
16763,80843,46526,117961,118300,119984,123067,269406,118398,123068,1
16764,15803,51058,117902,117903,134257,118318,168365,118205,118319,1
16765,92982,7475,91261,118026,118202,118321,117906,290919,118322,1
16766,20897,25813,117961,118300,118066,120988,213772,118643,120989,1
16767,78982,27102,117961,118327,118507,118863,147148,118398,118865,1
16768,18418,120114,118725,118726,119076,118422,124426,118424,118425,1
16769,39932,1571,117961,118300,120410,117905,172635,290919,117908,1
16770,33238,27102,117961,118327,118507,118863,147148,118398,118865,1
16771,79363,770,117961,118300,120722,118747,130134,118453,118749,1
16772,20294,26229,117916,118011,117941,118568,281735,19721,118570,1
16773,31693,5580,117902,118041,118556,280788,280788,292795,119082,0
16774,38659,311683,118887,118888,124656,118422,149364,118424,118425,1
16775,25865,7076,117961,118225,120041,122849,120324,119095,122850,1
16776,45790,55941,117961,118327,122109,117905,117906,290919,117908,1
16777,31835,17930,117961,118446,118810,118054,120605,117887,118055,1
16778,30932,1222,117961,118327,120171,120647,163794,118398,120649,1
16779,34076,5667,122532,122533,117945,280788,280788,292795,119082,1
16780,75649,22431,117961,118413,126229,118685,266548,308574,118687,0
16781,27317,3654,117961,118300,118631,118826,168415,118424,118828,1
16782,16639,5242,117961,118052,120671,120357,120065,118424,120359,1
16783,740,770,117961,118343,119181,118451,130134,118453,118454,1
16784,27124,2074,118441,118442,118378,118054,121603,117887,118055,1
16785,43894,5177,117961,118386,125016,118685,132054,308574,118687,1
16786,80873,18236,117961,118052,120304,122297,301475,118331,118899,1
16787,74047,17290,117961,118386,118522,118321,117906,290919,118322,1
16788,80191,1334,117961,117962,118910,127782,129606,290919,127783,1
16789,36480,7679,118573,118574,117945,259173,127423,292795,118943,1
16790,15740,253952,117961,117962,119223,118685,279443,308574,118687,1
16791,44976,46637,118555,118178,119262,117946,119263,292795,117948,1
16792,74192,16850,117961,118225,122298,119093,162960,119095,119096,1
16793,74646,770,117961,118343,119181,118451,130134,118453,118454,1
16794,78945,7578,117961,118343,120722,118784,121873,290919,118786,1
16795,4675,8516,117961,118386,118733,118734,118735,118736,118737,1
16796,31193,858,117961,118327,118529,122129,168451,121916,122131,1
16797,20897,17858,117961,118386,118673,119976,123220,19793,119978,1
16798,39330,56199,117961,118052,118881,117905,117906,290919,117908,1
16799,28149,5697,117961,118386,118692,118784,126514,290919,118786,1
16800,14570,56821,118163,118164,117878,117879,117879,19721,117880,1
16801,40630,27889,118084,118085,117941,117879,117886,19721,117880,1
16802,39264,49063,118555,118178,119107,118995,119108,292795,118997,1
16803,73132,21859,117961,118327,118507,118396,158043,118398,118399,1
16804,39883,16527,91261,118026,118229,118203,190841,118205,118206,0
16805,36714,20563,117890,117891,117878,118568,123862,19721,118570,1
16806,77295,20583,117961,118327,274241,150074,166580,119772,150076,1
